商品ID,名称,价格,浏览量,销量,库存
480,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,83,396,409
481,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,122,527,288
482,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,374,622,850
483,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,171,601,607
484,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,342,839,48
485,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,229,614,924
486,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,293,857,853
487,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,527,476,971
488,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,635,859,142
489,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,96,647,805
490,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,175,950,290
491,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,728,658,870
492,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,819,884,622
493,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,233,350,340
494,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,127,596,116
495,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,722,506,995
496,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,922,610,533
497,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,691,822,979
498,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,367,673,891
499,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,565,462,688
500,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,515,170,288
501,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,124,270,278
502,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,18,917,987
503,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,94,243,442
504,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,85,427,140
505,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,456,914,515
506,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,516,14,916
507,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,302,669,593
508,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,852,151,448
509,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,285,709,523
510,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,849,471,230
511,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,105,134,155
512,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,228,61,421
513,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,862,424,496
514,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,907,958,179
515,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,461,851,58
516,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,910,813,616
517,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,726,384,197
518,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,910,339,295
519,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,746,835,726
520,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,671,305,983
521,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,897,806,102
522,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,534,84,135
523,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,133,304,387
524,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,923,120,718
525,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,993,349,767
526,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,1003,788,72
527,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,832,371,11
528,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,307,986,918
529,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,204,259,475
530,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,148,851,56
531,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,832,693,662
532,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,123,475,445
533,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,413,987,861
534,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,182,226,698
535,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,334,196,28
536,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,966,802,59
537,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,678,727,482
538,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,902,534,119
539,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,134,374,21
540,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,906,946,612
541,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,597,889,710
542,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,614,574,919
543,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,329,58,896
544,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,625,449,515
545,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,651,583,665
546,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,961,152,194
547,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,354,880,515
548,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,938,527,427
549,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,275,306,721
550,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,211,437,16
551,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,929,804,452
552,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,905,780,256
553,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,670,607,194
554,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,243,475,866
555,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,105,138,189
556,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,918,182,745
557,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,978,745,234
558,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,923,185,305
559,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,667,86,424
560,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,193,685,214
561,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,376,958,70
562,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,489,101,64
563,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,323,218,233
564,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,683,494,593
565,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,247,30,585
566,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,834,495,64
567,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,259,102,325
568,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,109,479,392
569,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,55,637,201
570,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,930,473,757
571,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,154,252,457
572,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,563,126,804
573,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,632,614,377
574,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,507,119,707
575,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,296,240,645
576,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,978,240,909
577,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,148,939,826
578,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,47,865,497
579,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,402,34,350
580,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,268,23,606
581,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,691,564,326
582,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,152,308,497
583,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,469,319,554
584,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,837,87,716
585,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,278,332,15
586,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,753,145,867
587,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,519,559,766
588,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,55,639,859
589,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,713,65,364
590,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,352,293,882
591,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,706,167,178
592,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,969,709,785
593,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,545,53,972
594,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,646,785,109
595,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,81,128,841
596,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,355,774,849
597,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,270,959,865
598,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,987,642,793
599,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,600,438,53
600,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,917,427,259
601,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,91,198,78
602,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,231,860,247
603,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,288,353,26
604,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,586,153,70
605,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,539,781,838
606,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,871,460,285
607,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,412,101,914
608,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,98,273,391
609,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,877,480,132
610,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,671,888,19
611,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,987,883,470
612,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,593,432,897
